namevalue,context_id,time_stamp,byhost
"('sessionid', 'h-e14976d9ab3296d42cee5c4f65a8134c_t-1588368987')",1,8,"{'.mid', 'mid.rkdms'}"
"('sessionid', 'h-e14976d9ab3296d42cee5c4f65a8134c_t-1588368987')",2,3,"{'.mid', '.rkdms', 'mid.rkdms'}"
"('si', 'Q6416554001585350391P')",1,9,"{'.owneriq', 'px.owneriq'}"
"('si', 'Q6416554001585350391P')",2,5,"{'.owneriq', 'px.owneriq'}"
"('ssi', '91fdf8dc-17bf-42e7-b7b4-ad6e5cfbb50a#1588368987559')",1,12,"{'pixel-a.sitescout', 'pixel-sync.sitescout', '.sitescout'}"
"('ssi', '91fdf8dc-17bf-42e7-b7b4-ad6e5cfbb50a#1588368987559')",2,19,"{'pixel-sync.sitescout', '.sitescout'}"
"('stx_user_id', 'd424aef7-cb96-435b-9c89-dff1ece5ac07')",1,8,"{'native.sharethrough', 'match.sharethrough'}"
"('stx_user_id', 'd424aef7-cb96-435b-9c89-dff1ece5ac07')",2,5,"{'native.sharethrough', '.sharethrough'}"
"('suid', 'B4832DB3D91942E6B034837CC4CE11A3')",1,2,{'um.simpli'}
"('suid', 'B4832DB3D91942E6B034837CC4CE11A3')",2,4,"{'um.simpli', '.simpli'}"
"('suid_legacy', 'B4832DB3D91942E6B034837CC4CE11A3')",1,2,{'um.simpli'}
"('suid_legacy', 'B4832DB3D91942E6B034837CC4CE11A3')",2,4,"{'um.simpli', '.simpli'}"
"('t_gid', 'd7ca31f6-9e82-4074-b5eb-bf0d1b81383d-tuct5a61bcf')",1,7,"{'.taboola', 'match.taboola', 'trc.taboola'}"
"('t_gid', 'd7ca31f6-9e82-4074-b5eb-bf0d1b81383d-tuct5a61bcf')",2,8,"{'.taboola', 'match.taboola', 'cdn.taboola', 'trc.taboola'}"
"('tluid', '7246350687518985932')",1,102,"{'dmpsync.3lift', 'eb2.3lift', 'tlx.3lift', '.3lift'}"
"('tluid', '7246350687518985932')",2,2,"{'eb2.3lift', '.3lift'}"
"('ts', '1588369365')",1,3,"{'creativecdn.com', 'us.creativecdn'}"
"('ts', '1588369365')",2,2,"{'.creativecdn', 'ams.creativecdn'}"
"('tuuid', '1374024f-133c-4d45-b4d2-18d85c58b631')",1,2,{'rtb.mfadsrvr'}
"('tuuid', '1374024f-133c-4d45-b4d2-18d85c58b631')",2,5,"{'.mfadsrvr', 'rtb.mfadsrvr'}"
"('tuuid', '624755b3-03c1-4ad9-8e56-84d8c3e03b25')",1,1,{'t.myvisualiq'}
"('tuuid', '624755b3-03c1-4ad9-8e56-84d8c3e03b25')",2,4,"{'t.myvisualiq', '.myvisualiq'}"
"('tuuid', 'd7ba95e4-9bbd-43e0-bcd7-58603b2a0090')",1,8,{'x.bidswitch'}
"('tuuid', 'd7ba95e4-9bbd-43e0-bcd7-58603b2a0090')",2,42,"{'grid-cdn.pdc', 'x.bidswitch', '.bidswitch', 'grid.bidswitch'}"
"('tuuid_lu', '1588368974')",1,2,{'rtb.mfadsrvr'}
"('tuuid_lu', '1588368974')",2,3,"{'.mfadsrvr', 'rtb.mfadsrvr'}"
"('tuuid_lu', '1588368976')",1,8,{'x.bidswitch'}
"('tuuid_lu', '1588368976')",2,38,"{'grid-cdn.pdc', 'x.bidswitch', '.bidswitch', 'grid.bidswitch'}"
"('tuuid_lu', '1588369264')",1,1,{'t.myvisualiq'}
"('tuuid_lu', '1588369264')",2,2,{'.myvisualiq'}
"('u', 'P2XXCp00YxQybwUjKLRi')",1,3,"{'creativecdn.com', 'us.creativecdn'}"
"('u', 'P2XXCp00YxQybwUjKLRi')",2,2,"{'.creativecdn', 'ams.creativecdn'}"
"('ud', '""eJxrXxzq6XKLQcEkzTwlydLAMs3MwtgyzSDFItXAKCnZxCwpMc3EwMLEaHFZatGCpaXFqSlJh5ZU5JTkNK0uiw91jHdz9PX0iVzullmUmpZfsQIsFuYatMjcaEl%252BUWb6otDgxUUpaQyLSopPBe94KQYAscEqvQ%253D%253D""')",1,10,{'.exelator'}
"('ud', '""eJxrXxzq6XKLQcEkzTwlydLAMs3MwtgyzSDFItXAKCnZxCwpMc3EwMLEaHFZatGCpaXFqSlJh5ZU5JTkNK0uiw91jHdz9PX0iVzullmUmpZfsQIsFuYatMjcaEl%252BUWb6otDgxUUpaQyLSopPBe94KQYAscEqvQ%253D%253D""')",2,4,{'.exelator'}
"('ud', '\\eJxrXxzq6XKLQcEkzTwlydLAMs3MwtgyzSDFItXAKCnZxCwpMc3EwMLEaHFZatGCpaXFqSlJh5ZU5JTkNK0uiw91jHdz9PX0iVzullmUmpZfsQIsFuYatMjcaEl%252BUWb6otDgxUUpaQyLSopPBe94KQYAscEqvQ%253D%253D\\')",1,10,"{'load77.exelator', 'cdn.exelator', 'mydmp.exelator', 'loadus.exelator'}"
"('ud', '\\eJxrXxzq6XKLQcEkzTwlydLAMs3MwtgyzSDFItXAKCnZxCwpMc3EwMLEaHFZatGCpaXFqSlJh5ZU5JTkNK0uiw91jHdz9PX0iVzullmUmpZfsQIsFuYatMjcaEl%252BUWb6otDgxUUpaQyLSopPBe94KQYAscEqvQ%253D%253D\\')",2,1,{'loadm.exelator'}
"('uid', '5675351577416297248')",1,42,"{'.adform', 'c1.adform'}"
"('uid', '5675351577416297248')",2,11,"{'.adform', 'c1.adform'}"
"('uid', '5eac964f9b15a010')",1,3,"{'.addthis', 'r.dlx'}"
"('uid', '5eac964f9b15a010')",2,4,"{'.addthis', 'x.dlx'}"
"('uid', '7675122843652995469')",1,9,"{'ad.turn', '.turn'}"
"('uid', '7675122843652995469')",2,22,"{'ad.turn', '.turn', 'r.turn', 'd.turn'}"
"('univ_id', '537072971|4a08e5f6-4ac8-4633-823a-043c8389ba41|1588369004693675')",1,19,"{'us-u.openx', 'washingtonpost-d.openx'}"
"('univ_id', '537072971|4a08e5f6-4ac8-4633-823a-043c8389ba41|1588369004693675')",2,17,"{'underarmour-d.openx', 'rtb.openx', 'us-u.openx', '.openx', 'eu-u.openx'}"
"('uuid', '315d5eac-964f-4800-89ed-6edbc03dead4')",1,18,"{'sync.mathtag', 'tags.mathtag', 'pixel.mathtag'}"
"('uuid', '315d5eac-964f-4800-89ed-6edbc03dead4')",2,12,"{'.mathtag', 'sync.mathtag', 'pixel.mathtag'}"
"('uuid2', '1298045627963393635')",1,118,"{'ib.adnxs', '.adnxs', 'acdn.adnxs', 'cdn.adnxs', 'nym1-ib.adnxs', 'sharethrough.adnxs', 'secure.adnxs'}"
"('uuid2', '1298045627963393635')",2,57,"{'.adnxs', 'secure.adnxs', 'sharethrough.adnxs', 'ib.adnxs'}"
"('vis10', '225890^1&265746^2&268826^2')",1,12,"{'fastlane.rubiconproject', 'pixel.rubiconproject'}"
"('vis10', '225890^1&265746^2&268826^2')",2,7,"{'fastlane.rubiconproject', '.rubiconproject'}"
"('vis15', '66536^2&119514^3&205204^1&225302^1&225890^1&228682^2&265746^6&268826^3')",1,7,"{'fastlane.rubiconproject', 'pixel.rubiconproject'}"
"('vis15', '66536^2&119514^3&205204^1&225302^1&225890^1&228682^2&265746^6&268826^3')",2,2,{'.rubiconproject'}
"('vis2', '153530^2&208958^1')",1,8,"{'fastlane.rubiconproject', 'pixel.rubiconproject'}"
"('vis2', '153530^2&208958^1')",2,51,"{'ads.rubiconproject', '.rubiconproject', 'fastlane.rubiconproject', 'eus.rubiconproject', 'pixel.rubiconproject', 'optimized-by.rubiconproject', 'beacon-us-iad2.rubiconproject'}"
"('vis9', '119514^1&208958^1')",1,16,"{'fastlane.rubiconproject', 'eus.rubiconproject', 'beacon-us-iad2.rubiconproject', 'pixel.rubiconproject'}"
"('vis9', '119514^1&208958^1')",2,50,"{'ads.rubiconproject', '.rubiconproject', 'fastlane.rubiconproject', 'eus.rubiconproject', 'pixel.rubiconproject', 'optimized-by.rubiconproject', 'beacon-us-iad2.rubiconproject'}"
"('visitor-id', '2313705626589788000V10')",1,409,"{'hbxlp.media', 'lgncal.media', 'lg3.media', 'cslogger.media', 'cs.media', 'cvision.media', 'hbx.media', 'cdneast2-xch.media', 'hblg.media', 'contextual.media'}"
"('visitor-id', '2313705626589788000V10')",2,417,"{'hbxlp.media', 'lgncal.media', 'cslogger.media', '.media', 'hbx.media', 'hblg.media', 'cdneast2-xch.media', 'contextual.media'}"
"('vst', 'u_aef68cae-87a8-4247-8dcf-9bd89b70ea74')",1,2,{'rtb.gumgum'}
"('vst', 'u_aef68cae-87a8-4247-8dcf-9bd89b70ea74')",2,2,"{'.gumgum', 'g2.gumgum'}"
"('wfivefivec', 'IR76SwUR1JuDkK5')",1,9,"{'.w55c', 'i.w55c', 'pm.w55c'}"
"('wfivefivec', 'IR76SwUR1JuDkK5')",2,14,"{'.w55c', 'cti.w55c', 'pm.w55c'}"
"('yieldmo_id', 'ga61bdf473153413d4ec%7C1588368975792%7C0%7C')",1,1,{'ads.yieldmo'}
"('yieldmo_id', 'ga61bdf473153413d4ec%7C1588368975792%7C0%7C')",2,1,{'.yieldmo'}
"('zuid', 'KHZ89MT9KlK-f1O8NSb0')",1,18,"{'b1sync.zemanta', '.zemanta'}"
"('zuid', 'KHZ89MT9KlK-f1O8NSb0')",2,10,"{'b1sync.zemanta', '.zemanta'}"
